OrderID,Region,Country,CustID,Customer_Name,ProductSKU,Product_Category,OrderLineItem,OrderQuantity,ProductCost,ProductPrice,OrderDate,AcquisitionSource,TransactionID,Fraud,PaymentMethod,CardType,Gender
SO60649,Germany,Germany,17789,KARI DOMINGUEZ,BK-R79Y-48,Plants,1,1,1082.51,1700.99,24-12-2021,"Google-ads",X3262983391714393,FALSE,CREDITCARD,VISA,M
SO60664,Germany,Germany,14805,KARI GARCIA,GL-H102-S,Pots,3,2,9.7136,23.5481,24-12-2021,"Yt-Campaign",A8848411480858205,FALSE,CREDITCARD,MC,M
SO60664,Germany,Germany,14805,KARI GARCIA,FE-6654,Plant Care & Seeds,1,2,8.2205,21.98,24-12-2021,"Google-ads",D1315784157524025,FALSE,CREDITCARD,MC,M
SO60664,Germany,Germany,14805,KARI GARCIA,HY-1023-70,Plant Care & Seeds,2,1,20.5663,54.99,24-12-2021,"Google-ads",Y7435332439523068,FALSE,CREDITCARD,VISA,M
SO60672,Canada,Canada,13756,KAYLEE YOUNG,GL-H102-L,Pots,4,2,9.7136,23.5481,24-12-2021,"Google-ads",J2403166399595583,FALSE,CREDITCARD,MC,M
SO60672,Canada,Canada,13756,KAYLEE YOUNG,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,24-12-2021,"Meta-ads",F1478201327643578,FALSE,CREDITCARD,VISA,M
SO60672,Canada,Canada,13756,KAYLEE YOUNG,HL-U509-R,Plant Care & Seeds,3,1,13.0863,34.99,24-12-2021,"Google-ads",D8755586128071373,FALSE,CREDITCARD,MC,M
SO60672,Canada,Canada,13756,KAYLEE YOUNG,TI-M823,Plant Care & Seeds,1,1,13.09,35,24-12-2021,"Google-ads",G4732609820817774,FALSE,CREDITCARD,VISA,M
SO60677,Canada,Canada,17483,LOGAN GONZALEZ,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,24-12-2021,"Google-ads",F6393498087446819,FALSE,CREDITCARD,,M
SO60677,Canada,Canada,17483,LOGAN GONZALEZ,CL-9009,Plant Care & Seeds,3,2,2.9733,7.95,24-12-2021,"Yt-Campaign",T1679276659493416,FALSE,CREDITCARD,VISA,M
SO60677,Canada,Canada,17483,LOGAN GONZALEZ,FE-6654,Plant Care & Seeds,1,2,8.2205,21.98,24-12-2021,"Google-ads",U8818875044276318,FALSE,CREDITCARD,VISA,M
SO60685,Australia,Australia,20227,LOUIS ZHANG,BK-R89B-48,Plants,1,1,1320.6838,2181.5625,24-12-2021,"Meta-ads",K4513935522274919,FALSE,CREDITCARD,VISA,P
SO60685,Australia,Australia,20227,LOUIS ZHANG,TI-R982,Plant Care & Seeds,2,1,12.1924,32.6,24-12-2021,"Google-ads",J4093759376258344,FALSE,CREDITCARD,VISA,M
SO60665,France,France,13819,MAX GILL,TI-M823,Plant Care & Seeds,1,1,13.09,35,24-12-2021,"Google-ads",H1901237038285113,FALSE,CREDITCARD,VISA,M
SO60657,Southwest,United States,23258,MEGAN WATSON,WB-H098,Plant Care & Seeds,2,2,1.8663,4.99,24-12-2021,"Google-ads",A3584175381771280,FALSE,CREDITCARD,VISA,P
SO60657,Southwest,United States,23258,MEGAN WATSON,BC-M005,Plant Care & Seeds,1,2,3.7363,9.99,24-12-2021,"Google-ads",W9090496678639363,FALSE,CREDITCARD,VISA,
SO60644,Australia,Australia,27703,MEREDITH NAVARRO,TT-T092,Plant Care & Seeds,1,2,1.8663,4.99,24-12-2021,"Google-ads",I7848537532905209,FALSE,CREDITCARD,,
SO60678,Germany,Germany,12278,MEREDITH JOHNSEN,LJ-0192-M,Pots,1,1,31.7244,48.0673,24-12-2021,"Google-ads",B4326456942273542,FALSE,CREDITCARD,AMEX,
SO60690,Northwest,United States,25412,MICHAEL WILLIAMS,CA-1098,Pots,2,2,5.7052,8.6442,24-12-2021,"Google-ads",L7947430850409492,FALSE,CREDITCARD,VISA,M
SO60690,Northwest,United States,25412,MICHAEL WILLIAMS,BK-T44U-50,Plants,1,1,755.1508,1214.85,24-12-2021,"Meta-ads",K8681380176046738,FALSE,CREDITCARD,VISA,M
SO60689,Southwest,United States,26546,MIGUEL BENNETT,TT-T092,Plant Care & Seeds,3,2,1.8663,4.99,24-12-2021,"Google-ads",E3451672865579609,FALSE,CREDITCARD,,M
SO60689,Southwest,United States,26546,MIGUEL BENNETT,TI-T723,Plant Care & Seeds,2,2,10.8423,28.99,24-12-2021,"Yt-Campaign",K2516730612055388,FALSE,CREDITCARD,VISA,M
SO60689,Southwest,United States,26546,MIGUEL BENNETT,BK-T18U-58,Plants,1,1,461.4448,742.35,24-12-2021,"Google-ads",N6930178410431306,FALSE,CREDITCARD,VISA,M
SO60642,Australia,Australia,19097,MINDY PAL,FE-6654,Plant Care & Seeds,1,2,8.2205,21.98,24-12-2021,"Google-ads",T6593519099269968,FALSE,CREDITCARD,AMEX,M
SO60682,Southwest,United States,11777,MIRANDA LONG,WB-H098,Plant Care & Seeds,3,2,1.8663,4.99,24-12-2021,"Google-ads",X1637550818322810,FALSE,CREDITCARD,VISA,
SO60682,Southwest,United States,11777,MIRANDA LONG,BC-M005,Plant Care & Seeds,2,2,3.7363,9.99,24-12-2021,"Google-ads",U4354583345435624,FALSE,CREDITCARD,,M
SO60682,Southwest,United States,11777,MIRANDA LONG,PK-7098,Plant Care & Seeds,4,2,0.8565,2.29,24-12-2021,"Google-ads",O9748430945423388,FALSE,CREDITCARD,VISA,M
SO60682,Southwest,United States,11777,MIRANDA LONG,BK-M68S-38,Plants,1,1,1117.8559,2071.4196,24-12-2021,"Google-ads",R2392926350447547,FALSE,CREDITCARD,VISA,M
SO60667,Germany,Germany,17935,MISTY JAI,TI-R628,Plant Care & Seeds,2,3,9.3463,24.99,24-12-2021,"Google-ads",X8429876446675518,FALSE,CREDITCARD,MC,M
SO60667,Germany,Germany,17935,MISTY JAI,TT-R982,Plant Care & Seeds,1,2,1.4923,3.99,24-12-2021,"Google-ads",Z6454766982664989,FALSE,CREDITCARD,MC,M
SO60667,Germany,Germany,17935,MISTY JAI,HL-U509-R,Plant Care & Seeds,3,1,13.0863,34.99,24-12-2021,"Google-ads",O2597737083204813,FALSE,CREDITCARD,MC,
SO60660,Canada,Canada,23245,MORGAN JAMES,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,24-12-2021,"Google-ads",H3896731861035093,FALSE,CREDITCARD,MC,M
SO60660,Canada,Canada,23245,MORGAN JAMES,HL-U509-R,Plant Care & Seeds,2,1,13.0863,34.99,24-12-2021,"Google-ads",Z7482666057677548,FALSE,CREDITCARD,VISA,M
SO60692,Northwest,United States,17669,OLIVIA RIVERA,TT-R982,Plant Care & Seeds,3,3,1.4923,3.99,24-12-2021,"Google-ads",N2808922838764919,FALSE,CREDITCARD,VISA,M
SO60692,Northwest,United States,17669,OLIVIA RIVERA,GL-H102-L,Pots,5,2,9.7136,23.5481,24-12-2021,"Google-ads",P4579641617882509,FALSE,CREDITCARD,VISA,
SO60692,Northwest,United States,17669,OLIVIA RIVERA,HL-U509-R,Plant Care & Seeds,4,1,13.0863,34.99,24-12-2021,"Meta-ads",K6512663986374731,FALSE,CREDITCARD,AMEX,M
SO60692,Northwest,United States,17669,OLIVIA RIVERA,TI-R092,Plant Care & Seeds,2,1,8.0373,21.49,24-12-2021,"Meta-ads",H8981208174143767,FALSE,CREDITCARD,,M
SO60692,Northwest,United States,17669,OLIVIA RIVERA,BK-R19B-48,Plants,1,1,343.6496,539.99,24-12-2021,"Google-ads",W3320651126087465,FALSE,PAYPAL,MC,M
SO60648,Australia,Australia,15232,OMAR MA,WB-H098,Plant Care & Seeds,2,2,1.8663,4.99,24-12-2021,"Google-ads",V6390857834736634,FALSE,CREDITCARD,VISA,M
SO60648,Australia,Australia,15232,OMAR MA,BC-M005,Plant Care & Seeds,1,2,3.7363,9.99,24-12-2021,"Meta-ads",F6869318337685393,FALSE,CREDITCARD,VISA,M
SO60693,Southwest,United States,22294,RACHEL BROWN,TT-R982,Plant Care & Seeds,2,2,1.4923,3.99,24-12-2021,"Meta-ads",X6050424275834609,FALSE,CREDITCARD,VISA,M
SO60693,Southwest,United States,22294,RACHEL BROWN,TI-R092,Plant Care & Seeds,3,2,8.0373,21.49,24-12-2021,"Yt-Campaign",F1752910937747429,FALSE,CREDITCARD,,M
SO60693,Southwest,United States,22294,RACHEL BROWN,HL-U509,Plant Care & Seeds,4,1,12.0278,33.6442,24-12-2021,"Google-ads",X5776696367917454,TRUE,CREDITCARD,,M
SO60693,Southwest,United States,22294,RACHEL BROWN,LJ-0192-S,Pots,5,1,31.7244,48.0673,24-12-2021,"Google-ads",M4281564342384402,FALSE,CREDITCARD,,X
SO60693,Southwest,United States,22294,RACHEL BROWN,BK-R19B-58,Plants,1,1,343.6496,539.99,24-12-2021,"Google-ads",S7098279510501945,FALSE,CREDITCARD,MC,
SO60640,Australia,Australia,13004,RANDY CHEN,TI-M267,Plant Care & Seeds,1,1,9.3463,24.99,24-12-2021,"Google-ads",O9918812877042698,FALSE,CREDITCARD,VISA,M
SO60650,United Kingdom,United Kingdom,17798,ROBIN ORTEGA,WB-H098,Plant Care & Seeds,3,2,1.8663,4.99,24-12-2021,"Google-ads",M5103405897944820,FALSE,CREDITCARD,MC,M
SO60650,United Kingdom,United Kingdom,17798,ROBIN ORTEGA,BC-M005,Plant Care & Seeds,2,2,3.7363,9.99,24-12-2021,"Google-ads",O5686276691795469,FALSE,CREDITCARD,VISA,M
SO60650,United Kingdom,United Kingdom,17798,ROBIN ORTEGA,HL-U509-R,Plant Care & Seeds,4,1,13.0863,34.99,24-12-2021,"Google-ads",V7377410454711927,FALSE,CREDITCARD,AMEX,M
SO60650,United Kingdom,United Kingdom,17798,ROBIN ORTEGA,BK-M18S-44,Plants,1,1,308.2179,564.99,24-12-2021,"Google-ads",R5000361047328357,FALSE,CREDITCARD,MC,M
SO60651,United Kingdom,United Kingdom,17815,RONNIE MA,GL-H102-S,Pots,6,2,9.7136,23.5481,24-12-2021,"Google-ads",C4997182753026875,FALSE,CREDITCARD,MC,M
SO60651,United Kingdom,United Kingdom,17815,RONNIE MA,WB-H098,Plant Care & Seeds,4,2,1.8663,4.99,24-12-2021,"Google-ads",M7690503662379751,FALSE,CREDITCARD,MC,M
SO60651,United Kingdom,United Kingdom,17815,RONNIE MA,BC-M005,Plant Care & Seeds,3,2,3.7363,9.99,24-12-2021,"Google-ads",L2251423494666948,TRUE,CREDITCARD,VISA,
SO60651,United Kingdom,United Kingdom,17815,RONNIE MA,FE-6654,Plant Care & Seeds,2,2,8.2205,21.98,24-12-2021,"Google-ads",Z1299536443113451,FALSE,CREDITCARD,VISA,
SO60651,United Kingdom,United Kingdom,17815,RONNIE MA,SJ-0194-M,Pots,5,1,41.5723,53.99,24-12-2021,"Google-ads",V7559972164014721,FALSE,CREDITCARD,VISA,
SO60651,United Kingdom,United Kingdom,17815,RONNIE MA,BK-M18S-52,Plants,1,1,308.2179,564.99,24-12-2021,"Meta-ads",S4124824134815935,FALSE,CREDITCARD,MC,M
SO60683,Australia,Australia,19951,ROY MORENO,BK-R89B-52,Plants,1,1,1320.6838,2181.5625,24-12-2021,"Meta-ads",Z4595794628153061,FALSE,CREDITCARD,MC,
SO60658,Southwest,United States,21245,SAMANTHA RODRIGUEZ,WB-H098,Plant Care & Seeds,1,3,1.8663,4.99,24-12-2021,"Google-ads",A9553319598608980,FALSE,CREDITCARD,MC,M
SO60658,Southwest,United States,21245,SAMANTHA RODRIGUEZ,BC-M005,Plant Care & Seeds,2,2,3.7363,9.99,24-12-2021,"Yt-Campaign",G1510868671694600,FALSE,CREDITCARD,VISA,M
SO60658,Southwest,United States,21245,SAMANTHA RODRIGUEZ,CL-9009,Plant Care & Seeds,3,2,2.9733,7.95,24-12-2021,"Google-ads",P6995715926905146,FALSE,CREDITCARD,VISA,M
SO60673,Canada,Canada,12097,SEAN ALLEN,FE-6654,Plant Care & Seeds,2,2,8.2205,21.98,24-12-2021,"Google-ads",S2268725527739133,FALSE,CREDITCARD,MC,M
SO60673,Canada,Canada,12097,SEAN ALLEN,TI-M823,Plant Care & Seeds,1,1,13.09,35,24-12-2021,"Google-ads",D1111328831692448,FALSE,CREDITCARD,DISCOVER,M
SO60674,Canada,Canada,14567,SETH THOMAS,CL-9009,Plant Care & Seeds,4,3,2.9733,7.95,24-12-2021,"Meta-ads",K2310497729008835,FALSE,CREDITCARD,,M
SO60674,Canada,Canada,14567,SETH THOMAS,PK-7098,Plant Care & Seeds,3,2,0.8565,2.29,24-12-2021,"Google-ads",U2326899988384567,FALSE,CREDITCARD,,M
SO60674,Canada,Canada,14567,SETH THOMAS,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,24-12-2021,"Meta-ads",C9472286569786873,FALSE,CREDITCARD,MC,M
SO60674,Canada,Canada,14567,SETH THOMAS,TI-M823,Plant Care & Seeds,2,1,13.09,35,24-12-2021,"Google-ads",B6801938794273386,FALSE,CREDITCARD,,M
SO60663,France,France,14989,SHAWNA SHE,PK-7098,Plant Care & Seeds,3,2,0.8565,2.29,24-12-2021,"Google-ads",L8481399694371035,FALSE,CREDITCARD,MC,M
SO60663,France,France,14989,SHAWNA SHE,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,24-12-2021,"Yt-Campaign",N9828758872256004,FALSE,CREDITCARD,VISA,
SO60663,France,France,14989,SHAWNA SHE,TI-M267,Plant Care & Seeds,1,2,9.3463,24.99,24-12-2021,"Google-ads",Z4400959514431428,FALSE,CREDITCARD,VISA,M
SO60687,Australia,Australia,25037,TERRENCE RAI,BK-R64Y-44,Plants,1,1,605.6492,1000.4375,24-12-2021,"Meta-ads",I4688784183698774,FALSE,CREDITCARD,VISA,M
SO60687,Australia,Australia,25037,TERRENCE RAI,SJ-0194-L,Pots,2,1,41.5723,53.99,24-12-2021,"Google-ads",N8701594880126917,FALSE,CREDITCARD,DISCOVER,M
SO60632,France,France,13577,THEODORE TORRES,BC-M005,Plant Care & Seeds,2,2,3.7363,9.99,24-12-2021,"Yt-Campaign",P5682758874832001,FALSE,PAYPAL,VISA,M
SO60632,France,France,13577,THEODORE TORRES,BK-M68B-42,Plants,1,1,1105.81,2049.0982,24-12-2021,"Google-ads",I3994787635549365,FALSE,CREDITCARD,VISA,
SO60647,Australia,Australia,28937,TOMMY NATH,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,24-12-2021,"Meta-ads",U8390893378001079,FALSE,CREDITCARD,MC,
SO60647,Australia,Australia,28937,TOMMY NATH,TT-T092,Plant Care & Seeds,1,2,1.8663,4.99,24-12-2021,"Meta-ads",S6173550971901681,FALSE,CREDITCARD,VISA,M
SO60669,France,France,23761,TONYA PAL,TT-T092,Plant Care & Seeds,2,3,1.8663,4.99,24-12-2021,"Google-ads",R5604236515854834,FALSE,CREDITCARD,VISA,M
SO60669,France,France,23761,TONYA PAL,TI-T723,Plant Care & Seeds,1,2,10.8423,28.99,24-12-2021,"Google-ads",G9031695822534778,FALSE,CREDITCARD,VISA,M
SO60669,France,France,23761,TONYA PAL,HL-U509,Plant Care & Seeds,3,1,12.0278,33.6442,24-12-2021,"Google-ads",T6398203052351382,FALSE,PAYPAL,VISA,
SO60639,Australia,Australia,13136,VIRGINIA MARTINEZ,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,24-12-2021,"Google-ads",F1494386961634882,FALSE,CREDITCARD,VISA,M
SO60639,Australia,Australia,13136,VIRGINIA MARTINEZ,TI-M267,Plant Care & Seeds,1,2,9.3463,24.99,24-12-2021,"Google-ads",G9527451229197100,FALSE,CREDITCARD,AMEX,M
SO60641,Australia,Australia,15602,WARREN WU,TT-R982,Plant Care & Seeds,1,2,1.4923,3.99,24-12-2021,"Google-ads",O4032502859354090,FALSE,CREDITCARD,MC,M
SO60641,Australia,Australia,15602,WARREN WU,TI-R628,Plant Care & Seeds,2,2,9.3463,24.99,24-12-2021,"Google-ads",O9305836242823411,FALSE,CREDITCARD,MC,M
SO60680,Northwest,United States,13978,ZOE PETERSON,WB-H098,Plant Care & Seeds,4,2,1.8663,4.99,24-12-2021,"Google-ads",S2765141934866238,FALSE,CREDITCARD,VISA,M
SO60680,Northwest,United States,13978,ZOE PETERSON,BC-M005,Plant Care & Seeds,3,2,3.7363,9.99,24-12-2021,"Meta-ads",W8754922197624960,FALSE,CREDITCARD,VISA,M
SO60680,Northwest,United States,13978,ZOE PETERSON,BK-M68B-46,Plants,1,1,1105.81,2049.0982,24-12-2021,"Google-ads",Q3263579160566849,FALSE,CREDITCARD,VISA,M
SO60680,Northwest,United States,13978,ZOE PETERSON,FE-6654,Plant Care & Seeds,2,1,8.2205,21.98,24-12-2021,"Google-ads",C5011558784601566,FALSE,CREDITCARD,MC,M
SO60750,Southwest,United States,26608,AARON NELSON,WB-H098,Plant Care & Seeds,3,2,1.8663,4.99,25-12-2021,"Google-ads",Z9507382886053544,FALSE,CREDITCARD,VISA,
SO60750,Southwest,United States,26608,AARON NELSON,BC-R205,Plant Care & Seeds,2,1,3.3623,8.99,25-12-2021,"Yt-Campaign",X9019876580197621,TRUE,CREDITCARD,VISA,M
SO60750,Southwest,United States,26608,AARON NELSON,SJ-0194-M,Pots,4,1,41.5723,53.99,25-12-2021,"Yt-Campaign",K3899780233466329,FALSE,CREDITCARD,MC,
SO60750,Southwest,United States,26608,AARON NELSON,BK-T18Y-50,Plants,1,1,461.4448,742.35,25-12-2021,"Google-ads",J2309502187062038,FALSE,CREDITCARD,,M
SO60738,United Kingdom,United Kingdom,14947,ALEJANDRO CHEN,CA-1098,Pots,3,2,5.7052,8.6442,25-12-2021,"Yt-Campaign",J2219765599323621,FALSE,CREDITCARD,VISA,M
SO60738,United Kingdom,United Kingdom,14947,ALEJANDRO CHEN,TT-T092,Plant Care & Seeds,4,2,1.8663,4.99,25-12-2021,"Yt-Campaign",Z9894213971019618,FALSE,CREDITCARD,,M
SO60738,United Kingdom,United Kingdom,14947,ALEJANDRO CHEN,TI-T723,Plant Care & Seeds,2,1,10.8423,28.99,25-12-2021,"Google-ads",H5947379530427561,FALSE,CREDITCARD,MC,M
SO60738,United Kingdom,United Kingdom,14947,ALEJANDRO CHEN,BK-T18Y-54,Plants,1,1,461.4448,742.35,25-12-2021,"Google-ads",C8260638828515172,FALSE,CREDITCARD,AMEX,
SO60733,Northwest,United States,13977,ALEXANDRA BROWN,PK-7098,Plant Care & Seeds,4,2,0.8565,2.29,25-12-2021,"Yt-Campaign",L6995454456174246,FALSE,CREDITCARD,VISA,M
SO60733,Northwest,United States,13977,ALEXANDRA BROWN,CL-9009,Plant Care & Seeds,5,2,2.9733,7.95,25-12-2021,"Meta-ads",A7696357638261197,FALSE,CREDITCARD,VISA,M
SO60733,Northwest,United States,13977,ALEXANDRA BROWN,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,25-12-2021,"Google-ads",S5714706767212249,FALSE,CREDITCARD,VISA,M
SO60733,Northwest,United States,13977,ALEXANDRA BROWN,BK-M68B-42,Plants,1,1,1105.81,2049.0982,25-12-2021,"Google-ads",M8592294378009776,FALSE,CREDITCARD,,M
SO60733,Northwest,United States,13977,ALEXANDRA BROWN,TI-M823,Plant Care & Seeds,3,1,13.09,35,25-12-2021,"Google-ads",F7420414321634003,FALSE,CREDITCARD,VISA,M
SO60756,Southwest,United States,20291,ALEXIS WALKER,PK-7098,Plant Care & Seeds,4,2,0.8565,2.29,25-12-2021,"Google-ads",M2404859165869301,FALSE,CREDITCARD,VISA,M
SO60756,Southwest,United States,20291,ALEXIS WALKER,TT-R982,Plant Care & Seeds,3,2,1.4923,3.99,25-12-2021,"Google-ads",X8591869567339440,FALSE,CREDITCARD,VISA,M
SO60756,Southwest,United States,20291,ALEXIS WALKER,TI-R628,Plant Care & Seeds,2,2,9.3463,24.99,25-12-2021,"Meta-ads",M4184391354443254,FALSE,CREDITCARD,MC,M
SO60756,Southwest,United States,20291,ALEXIS WALKER,BK-R64Y-48,Plants,1,1,605.6492,1000.4375,25-12-2021,"Meta-ads",X9271285180313169,FALSE,CREDITCARD,VISA,M
SO60760,Germany,Germany,25734,ALVIN ZHENG,BK-T79U-46,Plants,1,1,1481.9379,2384.07,25-12-2021,"Google-ads",H7448497956134058,NA,CREDITCARD,,M
SO60714,Northwest,United States,20464,AMY LU,WB-H098,Plant Care & Seeds,2,2,1.8663,4.99,25-12-2021,"Meta-ads",R6970906396781967,FALSE,CREDITCARD,VISA,M
SO60714,Northwest,United States,20464,AMY LU,BC-M005,Plant Care & Seeds,1,2,3.7363,9.99,25-12-2021,"Meta-ads",A7156623424998814,FALSE,CREDITCARD,VISA,
SO60714,Northwest,United States,20464,AMY LU,CL-9009,Plant Care & Seeds,3,2,2.9733,7.95,25-12-2021,"Google-ads",A8936185740512116,FALSE,CREDITCARD,VISA,M
SO60745,Australia,Australia,22411,AMY HE,WB-H098,Plant Care & Seeds,2,2,1.8663,4.99,25-12-2021,"Meta-ads",K5098165932872168,FALSE,CREDITCARD,VISA,
SO60745,Australia,Australia,22411,AMY HE,BC-R205,Plant Care & Seeds,3,2,3.3623,8.99,25-12-2021,"Yt-Campaign",R5951916769551029,FALSE,CREDITCARD,AMEX,M
SO60745,Australia,Australia,22411,AMY HE,HL-U509,Plant Care & Seeds,4,1,12.0278,33.6442,25-12-2021,"Google-ads",H9908868432674430,FALSE,CREDITCARD,MC,M
SO60745,Australia,Australia,22411,AMY HE,BK-R19B-52,Plants,1,1,343.6496,539.99,25-12-2021,"Google-ads",H6970165979001414,FALSE,PAYPAL,MC,M
SO60742,Australia,Australia,20238,ANNA WATSON,BK-R89B-48,Plants,1,1,1320.6838,2181.5625,25-12-2021,"Google-ads",X1042407218624709,FALSE,CREDITCARD,DISCOVER,M
SO60723,France,France,24543,ARTHUR MORENO,TT-R982,Plant Care & Seeds,1,2,1.4923,3.99,25-12-2021,"Meta-ads",Y5087226296088271,FALSE,CREDITCARD,MC,M
SO60723,France,France,24543,ARTHUR MORENO,LJ-0192-S,Pots,2,1,31.7244,48.0673,25-12-2021,"Meta-ads",I1708807191217094,FALSE,PAYPAL,VISA,
SO60703,United Kingdom,United Kingdom,15661,BRANDON ROBINSON,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,25-12-2021,"Google-ads",Y4872711452601573,FALSE,CREDITCARD,MC,
SO60703,United Kingdom,United Kingdom,15661,BRANDON ROBINSON,HL-U509-B,Plant Care & Seeds,4,1,12.0278,33.6442,25-12-2021,"Google-ads",G6529691376955773,FALSE,CREDITCARD,VISA,M
SO60703,United Kingdom,United Kingdom,15661,BRANDON ROBINSON,TI-M602,Plant Care & Seeds,3,1,11.2163,29.99,25-12-2021,"Google-ads",E9710589354276636,FALSE,CREDITCARD,VISA,M
SO60703,United Kingdom,United Kingdom,15661,BRANDON ROBINSON,BK-M38S-38,Plants,1,1,419.7784,769.49,25-12-2021,"Meta-ads",A5975483649968193,FALSE,PAYPAL,,M
SO60759,United Kingdom,United Kingdom,26890,BRYAN ROGERS,WB-H098,Plant Care & Seeds,2,2,1.8663,4.99,25-12-2021,"Google-ads",V4313317188751815,FALSE,CREDITCARD,,M
SO60759,United Kingdom,United Kingdom,26890,BRYAN ROGERS,BC-R205,Plant Care & Seeds,3,2,3.3623,8.99,25-12-2021,"Google-ads",A7461669053269964,FALSE,CREDITCARD,MC,M
SO60759,United Kingdom,United Kingdom,26890,BRYAN ROGERS,HL-U509,Plant Care & Seeds,4,1,12.0278,33.6442,25-12-2021,"Google-ads",J2802368226549853,FALSE,CREDITCARD,MC,M
SO60759,United Kingdom,United Kingdom,26890,BRYAN ROGERS,BK-R19B-52,Plants,1,1,343.6496,539.99,25-12-2021,"Google-ads",J5118559833529798,FALSE,CREDITCARD,VISA,M
SO60701,Australia,Australia,12351,CARA ZHANG,VE-C304-L,Pots,3,1,23.749,63.5,25-12-2021,"Yt-Campaign",Z4736194670255450,FALSE,PAYPAL,VISA,M
SO60701,Australia,Australia,12351,CARA ZHANG,TT-M928,Plant Care & Seeds,2,1,1.8663,4.99,25-12-2021,"Google-ads",S1814391570712516,TRUE,CREDITCARD,,M
SO60701,Australia,Australia,12351,CARA ZHANG,TI-M267,Plant Care & Seeds,1,1,9.3463,24.99,25-12-2021,"Google-ads",T8684271858969453,FALSE,CREDITCARD,VISA,M
SO60697,Australia,Australia,17065,CEDRIC CHEN,SH-W890-L,Pots,2,1,26.1763,69.99,25-12-2021,"Meta-ads",M7074566273563779,FALSE,CREDITCARD,VISA,M
SO60697,Australia,Australia,17065,CEDRIC CHEN,BK-M38S-38,Plants,1,1,419.7784,769.49,25-12-2021,"Meta-ads",J1678325767886952,FALSE,CREDITCARD,VISA,M
SO60724,United Kingdom,United Kingdom,16591,CLARENCE HE,TT-T092,Plant Care & Seeds,1,2,1.8663,4.99,25-12-2021,"Google-ads",N3191651942549418,FALSE,PAYPAL,,M
SO60722,France,France,24556,CLAUDIA YANG,TT-R982,Plant Care & Seeds,1,2,1.4923,3.99,25-12-2021,"Meta-ads",S4509655388777354,FALSE,CREDITCARD,MC,M
SO60722,France,France,24556,CLAUDIA YANG,PK-7098,Plant Care & Seeds,2,1,0.8565,2.29,25-12-2021,"Google-ads",L5664748234028500,FALSE,CREDITCARD,MC,M
SO60754,Southwest,United States,20194,CONNOR CAMPBELL,BK-R64Y-42,Plants,1,1,605.6492,1000.4375,25-12-2021,"Yt-Campaign",A8300838477627506,FALSE,CREDITCARD,AMEX,M
SO60754,Southwest,United States,20194,CONNOR CAMPBELL,SJ-0194-S,Pots,2,1,41.5723,53.99,25-12-2021,"Google-ads",F1993579872197974,FALSE,PAYPAL,VISA,M
SO60708,Northwest,United States,26702,CYNTHIA ARUN,TI-T723,Plant Care & Seeds,2,2,10.8423,28.99,25-12-2021,"Google-ads",H9553331373892629,FALSE,CREDITCARD,AMEX,M
SO60708,Northwest,United States,26702,CYNTHIA ARUN,HL-U509-R,Plant Care & Seeds,3,1,13.0863,34.99,25-12-2021,"Meta-ads",D1936552659855114,FALSE,CREDITCARD,MC,M
SO60708,Northwest,United States,26702,CYNTHIA ARUN,TT-T092,Plant Care & Seeds,1,1,1.8663,4.99,25-12-2021,"Google-ads",S3077968832849640,FALSE,CREDITCARD,,M
SO60700,Northwest,United States,11814,DALTON MORGAN,CA-1098,Pots,2,2,5.7052,8.6442,25-12-2021,"Google-ads",G5306199258405977,FALSE,CREDITCARD,DISCOVER,M
SO60700,Northwest,United States,11814,DALTON MORGAN,LJ-0192-S,Pots,1,1,31.7244,48.0673,25-12-2021,"Google-ads",J2403266488781216,FALSE,CREDITCARD,,M
SO60764,Australia,Australia,11080,DAMIEN CHANDER,HL-U509-B,Plant Care & Seeds,2,1,12.0278,33.6442,25-12-2021,"Google-ads",Y3552408658754052,FALSE,CREDITCARD,,M
SO60764,Australia,Australia,11080,DAMIEN CHANDER,LJ-0192-M,Pots,3,1,31.7244,48.0673,25-12-2021,"Meta-ads",S6428792928864300,FALSE,CREDITCARD,VISA,M
SO60764,Australia,Australia,11080,DAMIEN CHANDER,BK-T79Y-50,Plants,1,1,1481.9379,2384.07,25-12-2021,"Meta-ads",A4457125532828594,FALSE,CREDITCARD,VISA,U
SO60740,Germany,Germany,19311,DANA RUBIO,HL-U509-R,Plant Care & Seeds,2,1,13.0863,34.99,25-12-2021,"Google-ads",H6653994950131544,FALSE,CREDITCARD,VISA,M
SO60740,Germany,Germany,19311,DANA RUBIO,BK-T44U-46,Plants,1,1,755.1508,1214.85,25-12-2021,"Google-ads",Y4325538559276816,FALSE,PAYPAL,VISA,M
SO60709,Southwest,United States,23483,DAVID JAI,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,25-12-2021,"Google-ads",J4828295273615421,FALSE,CREDITCARD,VISA,
